code,name,address,latitude,longitude,summary,description,휴무일,운영시간,imageUrl,category
P0585,서울어린이대공원,서울특별시 광진구 능동로 216 (능동),37.55201179,127.0787702,서울어린이대공원은(는) 서울의 대표적인 명소입니다.,서울어린이대공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0586,서울에너지드림센터,서울특별시 마포구 증산로 14,37.56311306,126.8914647,서울에너지드림센터은(는) 서울의 대표적인 명소입니다.,서울에너지드림센터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0587,서울역사박물관,서울 종로구 새문안로 55,37.57050032,126.9705464,서울역사박물관은(는) 서울의 대표적인 명소입니다.,서울역사박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0588,서울옥션 강남센터,서울특별시 강남구 언주로 864 (신사동),37.52743067,127.0339237,서울옥션 강남센터은(는) 서울의 대표적인 명소입니다.,서울옥션 강남센터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0589,서울올림픽기념관,서울 송파구 올림픽로 424,37.52020411,127.1155997,서울올림픽기념관은(는) 서울의 대표적인 명소입니다.,서울올림픽기념관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0590,서울웨이브아트센터,서울특별시 서초구 잠원로 145-35 (잠원동),37.51881526,127.0069607,서울웨이브아트센터은(는) 서울의 대표적인 명소입니다.,서울웨이브아트센터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0591,서울중앙성원,서울 용산구 우사단로10길 39,37.53340087,126.9975788,서울중앙성원은(는) 서울의 대표적인 명소입니다.,서울중앙성원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0592,서울창포원,서울특별시 도봉구 마들로 916 (도봉동),37.68953917,127.0471623,서울창포원은(는) 서울의 대표적인 명소입니다.,서울창포원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0593,서울크루즈,서울특별시 영등포구 여의도한강공원길 231 (여의도동),37.52957897,126.9336961,서울크루즈은(는) 서울의 대표적인 명소입니다.,서울크루즈은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0594,서울특별시교육청 구로도서관,서울특별시 구로구 공원로 15 시립구로도서관,37.49865742,126.8915436,서울특별시교육청 구로도서관은(는) 서울의 대표적인 명소입니다.,서울특별시교육청 구로도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0595,서울특별시교육청 남산도서관,서울특별시 용산구 소월로 109 (후암동),37.55255642,126.9821581,서울특별시교육청 남산도서관은(는) 서울의 대표적인 명소입니다.,서울특별시교육청 남산도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0596,서울특별시교육청 동대문도서관,서울특별시 동대문구 천호대로4길 22 (신설동),37.57385655,127.0241852,서울특별시교육청 동대문도서관은(는) 서울의 대표적인 명소입니다.,서울특별시교육청 동대문도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0597,서울특별시교육청 어린이도서관,서울특별시 종로구 사직로 89 (사직동),37.57560348,126.9678331,서울특별시교육청 어린이도서관은(는) 서울의 대표적인 명소입니다.,서울특별시교육청 어린이도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0598,서울특별시교육청 용산도서관,서울특별시 용산구 두텁바위로 160 (후암동),37.5520064,126.9801413,서울특별시교육청 용산도서관은(는) 서울의 대표적인 명소입니다.,서울특별시교육청 용산도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0599,서울특별시교육청 정독도서관,서울특별시 종로구 북촌로5길 48,37.58126545,126.9838701,서울특별시교육청 정독도서관은(는) 서울의 대표적인 명소입니다.,서울특별시교육청 정독도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0600,서울퓨처랩,서울특별시 강서구 마곡중앙5로 지하9 (마곡동) 지하 1층,37.56601145,126.8269275,서울퓨처랩은(는) 서울의 대표적인 명소입니다.,서울퓨처랩은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0601,서울학도병참전기념비,서울특별시 용산구 두텁바위로 60 (용산동2가),37.54586738,126.9803277,서울학도병참전기념비은(는) 서울의 대표적인 명소입니다.,서울학도병참전기념비은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0602,서울한방진흥센터,서울특별시 동대문구 약령중앙로 26 (제기동),37.58060041,127.0375866,서울한방진흥센터은(는) 서울의 대표적인 명소입니다.,서울한방진흥센터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0603,서울함공원,서울 마포구 마포나루길 407,37.55315711,126.8978981,서울함공원은(는) 서울의 대표적인 명소입니다.,서울함공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0604,서초구립반포도서관,서울특별시 서초구 고무래로 34 (반포동),37.50248707,127.0125134,서초구립반포도서관은(는) 서울의 대표적인 명소입니다.,서초구립반포도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0605,서초문화예술공원,서울 서초구 바우뫼로12길 40,37.46781809,127.0306568,서초문화예술공원은(는) 서울의 대표적인 명소입니다.,서초문화예술공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0606,서촌라운지,서울특별시 종로구 필운대로 27-4 (누하동),37.57849505,126.9688716,서촌라운지은(는) 서울의 대표적인 명소입니다.,서촌라운지은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0607,서촌한옥마을,서울 종로구 통의동,37.57872882,126.9731107,서촌한옥마을은(는) 서울의 대표적인 명소입니다.,서촌한옥마을은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0608,서해금빛열차,서울특별시 용산구 한강대로23길 55 (한강로3가),37.5297718,126.9647415,서해금빛열차은(는) 서울의 대표적인 명소입니다.,서해금빛열차은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0609,석굴암,경북 경주시 석굴로 238,35.79524166,129.3505207,석굴암은(는) 서울의 대표적인 명소입니다.,석굴암은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0610,석정보름우물,서울특별시 종로구 계동길 112 (계동),37.58234297,126.9869354,석정보름우물은(는) 서울의 대표적인 명소입니다.,석정보름우물은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0611,석촌동 고분군,서울 송파구 석촌동 248,37.50232253,127.1021909,석촌동 고분군은(는) 서울의 대표적인 명소입니다.,석촌동 고분군은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0612,석촌호수공원,서울 송파구 잠실동 47,37.50903619,127.1029126,석촌호수공원은(는) 서울의 대표적인 명소입니다.,석촌호수공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0613,석파정,서울 종로구 부암동 산 16-1,37.59494258,126.961529,석파정은(는) 서울의 대표적인 명소입니다.,석파정은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0614,석파정 서울미술관,서울특별시 종로구 창의문로11길 4-1 (부암동),37.59496603,126.9624288,석파정 서울미술관은(는) 서울의 대표적인 명소입니다.,석파정 서울미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0615,선농단,서울 동대문구 제기동 274-1번지,38.38327932,128.4495709,선농단은(는) 서울의 대표적인 명소입니다.,선농단은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0616,선바위(선암),서울특별시 종로구 통일로18가길 26 (무악동),37.57894279,126.958955,선바위(선암)은(는) 서울의 대표적인 명소입니다.,선바위(선암)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0617,선유도,서울 영등포구 선유로 343,37.54238323,126.9018193,선유도은(는) 서울의 대표적인 명소입니다.,선유도은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0618,선유도 공원,서울 영등포구 선유로 343,37.54367308,126.8998573,선유도 공원은(는) 서울의 대표적인 명소입니다.,선유도 공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0619,선정릉(선릉),서울 강남구 선릉로100길 1,37.50911053,127.0489285,선정릉(선릉)은(는) 서울의 대표적인 명소입니다.,선정릉(선릉)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0620,설화수 플래그십 스토어,서울특별시 강남구 도산대로45길 18,37.5235577,127.0354844,설화수 플래그십 스토어은(는) 서울의 대표적인 명소입니다.,설화수 플래그십 스토어은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0621,성균관 명륜당,서울 종로구 성균관로 25-1,37.58582803,126.9958969,성균관 명륜당은(는) 서울의 대표적인 명소입니다.,성균관 명륜당은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0622,성균관대학교 인문사회과학캠퍼스박물관,서울특별시 종로구 성균관로 25-2 (명륜3가),37.58722841,126.9931151,성균관대학교 인문사회과학캠퍼스박물관은(는) 서울의 대표적인 명소입니다.,성균관대학교 인문사회과학캠퍼스박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0623,성덕사,서울특별시 중랑구 봉화산로 109-8 (상봉동),37.60344145,127.086719,성덕사은(는) 서울의 대표적인 명소입니다.,성덕사은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0624,성동 AI·미래기술체험센터,서울특별시 성동구 살곶이길 327 (행당동),37.55467447,127.0404902,성동 AI·미래기술체험센터은(는) 서울의 대표적인 명소입니다.,성동 AI·미래기술체험센터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0625,성동구립매봉산숲속도서관,서울특별시 성동구 매봉길 49-29 (옥수동),37.54589421,127.0108024,성동구립매봉산숲속도서관은(는) 서울의 대표적인 명소입니다.,성동구립매봉산숲속도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0626,성동책마루도서관,"서울특별시 성동구 고산자로 270 (행당동) (행당동, 성동구청) 1층 도서관",37.56342251,127.036965,성동책마루도서관은(는) 서울의 대표적인 명소입니다.,성동책마루도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0627,성락원,서울 성북구 성북로31길 96,37.59652666,126.9992147,성락원은(는) 서울의 대표적인 명소입니다.,성락원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0628,성북동 최순우가옥,서울 성북구 성북로15길 9 ,37.59297685,127.0003499,성북동 최순우가옥은(는) 서울의 대표적인 명소입니다.,성북동 최순우가옥은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0629,성북동성당,서울특별시 성북구 선잠로 28 (성북동),37.59531275,126.9981444,성북동성당은(는) 서울의 대표적인 명소입니다.,성북동성당은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0630,성북문화원,서울특별시 성북구 성북로4길 13-8 (동소문동1가),37.58971314,127.0057498,성북문화원은(는) 서울의 대표적인 명소입니다.,성북문화원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0631,성북역사문화공원,서울특별시 성북구 성북로21길 31 (성북동),37.59260417,126.9974236,성북역사문화공원은(는) 서울의 대표적인 명소입니다.,성북역사문화공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0632,성수동 수제화거리,서울특별시 성동구 성수동2가 289-30,37.54654445,127.0577218,성수동 수제화거리은(는) 서울의 대표적인 명소입니다.,성수동 수제화거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0633,성수동 카페거리,서울특별시 성동구 성수동2가,37.54096274,127.0570193,성수동 카페거리은(는) 서울의 대표적인 명소입니다.,성수동 카페거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0634,성수아트홀,서울특별시 성동구 뚝섬로1길 43 (성수동1가),37.54542883,127.0469481,성수아트홀은(는) 서울의 대표적인 명소입니다.,성수아트홀은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0635,성수연방,서울특별시 성동구 성수이로14길 14,37.54140464,127.0569119,성수연방은(는) 서울의 대표적인 명소입니다.,성수연방은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0636,성신여대 복식박물관 및 자연사박물관,서울 강북구 도봉로76가길 55 운정그린캠퍼스 B1,37.632038,127.0271242,성신여대 복식박물관 및 자연사박물관은(는) 서울의 대표적인 명소입니다.,성신여대 복식박물관 및 자연사박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0637,성신여자대학교,서울특별시 성북구 보문로34다길 2 (돈암동),37.59165248,127.0221456,성신여자대학교은(는) 서울의 대표적인 명소입니다.,성신여자대학교은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0638,성신여자대학교 운정그린캠퍼스,서울특별시 강북구 도봉로76가길 55 (미아동),37.632038,127.0271242,성신여자대학교 운정그린캠퍼스은(는) 서울의 대표적인 명소입니다.,성신여자대학교 운정그린캠퍼스은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0639,성신여자대학교박물관,서울특별시 성북구 보문로34다길 2 (돈암동),37.59165248,127.0221456,성신여자대학교박물관은(는) 서울의 대표적인 명소입니다.,성신여자대학교박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0640,성주우물터 은행나무,서울특별시 강서구 가양동 146-65,37.56997342,126.8428543,성주우물터 은행나무은(는) 서울의 대표적인 명소입니다.,성주우물터 은행나무은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0641,성촌공원,서울특별시 용산구 이촌로 124 (이촌동),37.5221267,126.9607098,성촌공원은(는) 서울의 대표적인 명소입니다.,성촌공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0642,세검정,서울 종로구 세검정로 244,37.60088581,126.9596971,세검정은(는) 서울의 대표적인 명소입니다.,세검정은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0643,세검정 터,서울특별시 종로구 세검정로 244 (신영동),37.60089311,126.9597046,세검정 터은(는) 서울의 대표적인 명소입니다.,세검정 터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0644,세계골프역사박물관,서울특별시 강남구 테헤란로 528 (대치동) 지하 2층,37.50809527,127.062,세계골프역사박물관은(는) 서울의 대표적인 명소입니다.,세계골프역사박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0645,세계장신구박물관,서울특별시 종로구 북촌로5나길 2 (화동),37.5809772,126.9818059,세계장신구박물관은(는) 서울의 대표적인 명소입니다.,세계장신구박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0646,세곡천,서울 강남구 세곡동,37.46576863,127.1000884,세곡천은(는) 서울의 대표적인 명소입니다.,세곡천은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0647,세빛섬,서울 서초구 올림픽대로 2085-14,37.51233177,126.9958885,세빛섬은(는) 서울의 대표적인 명소입니다.,세빛섬은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0648,세운상가,서울특별시 종로구 청계천로 159 (장사동),37.56928143,126.9952397,세운상가은(는) 서울의 대표적인 명소입니다.,세운상가은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0649,세운청계상가,서울 중구 청계천로 160,37.56781173,126.9954225,세운청계상가은(는) 서울의 대표적인 명소입니다.,세운청계상가은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0650,세일아트홀,서울특별시 강남구 논현로 414 (역삼동) B1층,37.4972385,127.0390642,세일아트홀은(는) 서울의 대표적인 명소입니다.,세일아트홀은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0651,세종대왕 동상,서울특별시 종로구 세종로 1-68,37.57243248,126.9769018,세종대왕 동상은(는) 서울의 대표적인 명소입니다.,세종대왕 동상은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0652,세종대학교 세종아트갤러리,서울특별시 광진구 능동로 209 세종대학교,37.55160931,127.0731836,세종대학교 세종아트갤러리은(는) 서울의 대표적인 명소입니다.,세종대학교 세종아트갤러리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0653,세종로공원,서울특별시 종로구 세종대로 지하189 (세종로),37.57343041,126.9759604,세종로공원은(는) 서울의 대표적인 명소입니다.,세종로공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0654,세종마을 음식문화거리,서울특별시 종로구 자하문로1길 24 (체부동),37.5765172,126.971062,세종마을 음식문화거리은(는) 서울의 대표적인 명소입니다.,세종마을 음식문화거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0655,세종문화회관,서울 종로구 세종대로 175,37.57259452,126.9757787,세종문화회관은(는) 서울의 대표적인 명소입니다.,세종문화회관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0656,세종이야기 충무공이야기,서울특별시 종로구 세종대로 지하175 (세종로),37.57218604,126.9768172,세종이야기 충무공이야기은(는) 서울의 대표적인 명소입니다.,세종이야기 충무공이야기은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0657,세종충무공이야기,서울 종로구 세종대로 175,37.57253153,126.9761716,세종충무공이야기은(는) 서울의 대표적인 명소입니다.,세종충무공이야기은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0658,세종호텔 세종갤러리,서울특별시 중구 퇴계로 145 (충무로2가),37.5614445,126.9879483,세종호텔 세종갤러리은(는) 서울의 대표적인 명소입니다.,세종호텔 세종갤러리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0659,소덕문 터,서울 중구 서소문로 100,37.56227328,126.9725865,소덕문 터은(는) 서울의 대표적인 명소입니다.,소덕문 터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0660,손기정기념관,서울 중구 손기정로 101-4,37.55569083,126.9646468,손기정기념관은(는) 서울의 대표적인 명소입니다.,손기정기념관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0661,손기정문화도서관,서울특별시 중구 손기정로 101-3 손기정공원,37.5554795,126.9648157,손기정문화도서관은(는) 서울의 대표적인 명소입니다.,손기정문화도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0662,송리단길,서울특별시 송파구 백제고분로43길 23,37.5090847,127.1082208,송리단길은(는) 서울의 대표적인 명소입니다.,송리단길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0663,송암사,서울특별시 노원구 덕릉로145길 97 (상계동),37.68453434,127.0850744,송암사은(는) 서울의 대표적인 명소입니다.,송암사은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0664,송은,서울특별시 강남구 도산대로 441,37.52416279,127.0441206,송은은(는) 서울의 대표적인 명소입니다.,송은은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0665,송재서재필선생상,서울특별시 서대문구 통일로 251 (현저동),37.57460851,126.9556118,송재서재필선생상은(는) 서울의 대표적인 명소입니다.,송재서재필선생상은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0666,송정제방길,서울 성동구 송정동 73-468,37.54883276,127.062757,송정제방길은(는) 서울의 대표적인 명소입니다.,송정제방길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0667,송파구립 예송미술관,서울특별시 송파구 백제고분로 242 (삼전동),37.50235785,127.0934902,송파구립 예송미술관은(는) 서울의 대표적인 명소입니다.,송파구립 예송미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
